case,phase,slot,field,width,iterations,base,stride,matches,residuals,match_fraction
logsoftmax_x64,106,scalar,src1,8,13,160,124,13,0,1.0
logsoftmax_x64,106,scalar,src0,8,13,159,124,13,0,1.0
logsoftmax_x64,107,vector,dst,8,13,52,128,13,0,1.0
logsoftmax_x64,107,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,107,vector,src0,8,13,38,128,13,0,1.0
logsoftmax_x64,107,scalar,dst,8,13,190,124,13,0,1.0
logsoftmax_x64,107,scalar,src1,8,13,187,124,13,0,1.0
logsoftmax_x64,107,scalar,src0,8,13,186,124,13,0,1.0
logsoftmax_x64,108,vector,dst,8,13,8,124,13,0,1.0
logsoftmax_x64,108,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,108,vector,src0,8,13,11,128,13,0,1.0
logsoftmax_x64,109,sfu,dst,8,13,23,128,13,0,1.0
logsoftmax_x64,109,sfu,src,8,13,22,128,13,0,1.0
logsoftmax_x64,111,vector,dst,8,13,54,128,13,0,1.0
logsoftmax_x64,111,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,111,vector,src0,8,13,39,128,13,0,1.0
logsoftmax_x64,112,scalar,dst,8,13,191,124,13,0,1.0
logsoftmax_x64,112,scalar,src1,8,13,189,124,13,0,1.0
logsoftmax_x64,112,scalar,src0,8,13,188,124,13,0,1.0
logsoftmax_x64,114,vector,dst,8,13,10,124,13,0,1.0
logsoftmax_x64,114,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,114,vector,src0,8,13,15,128,13,0,1.0
logsoftmax_x64,115,vector,dst,8,13,74,128,13,0,1.0
logsoftmax_x64,115,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,115,vector,src0,8,13,65,128,13,0,1.0
logsoftmax_x64,115,sfu,dst,8,13,41,128,13,0,1.0
logsoftmax_x64,115,sfu,src,8,13,40,128,13,0,1.0
logsoftmax_x64,119,vector,dst,8,13,248,128,13,0,1.0
logsoftmax_x64,119,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,119,vector,src0,8,13,232,128,13,0,1.0
logsoftmax_x64,120,vector,dst,8,13,11,124,13,0,1.0
logsoftmax_x64,120,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,120,vector,src0,8,13,17,128,13,0,1.0
logsoftmax_x64,120,scalar,dst,8,13,15,124,13,0,1.0
logsoftmax_x64,120,scalar,src1,8,13,8,124,13,0,1.0
logsoftmax_x64,120,scalar,src0,8,13,7,124,13,0,1.0
logsoftmax_x64,121,scalar,dst,8,13,192,124,13,0,1.0
logsoftmax_x64,121,scalar,src1,8,13,191,124,13,0,1.0
logsoftmax_x64,121,scalar,src0,8,13,190,124,13,0,1.0
logsoftmax_x64,121,sfu,dst,8,13,43,128,13,0,1.0
logsoftmax_x64,121,sfu,src,8,13,42,128,13,0,1.0
logsoftmax_x64,123,vector,dst,8,13,250,128,13,0,1.0
logsoftmax_x64,123,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,123,vector,src0,8,13,236,128,13,0,1.0
logsoftmax_x64,126,scalar,dst,8,13,16,124,13,0,1.0
logsoftmax_x64,126,scalar,src1,8,13,10,124,13,0,1.0
logsoftmax_x64,126,scalar,src0,8,13,9,124,13,0,1.0
logsoftmax_x64,127,vector,dst,8,13,249,128,13,0,1.0
logsoftmax_x64,127,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,127,vector,src0,8,13,234,128,13,0,1.0
logsoftmax_x64,127,sfu,dst,8,13,45,128,13,0,1.0
logsoftmax_x64,127,sfu,src,8,13,44,128,13,0,1.0
logsoftmax_x64,128,vector,dst,8,13,12,124,13,0,1.0
logsoftmax_x64,128,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,128,vector,src0,8,13,19,128,13,0,1.0
logsoftmax_x64,129,store,mem_addr,28,13,56,32,13,0,1.0
logsoftmax_x64,129,store,gpr_addr,8,13,248,128,13,0,1.0
logsoftmax_x64,131,vector,dst,8,13,251,128,13,0,1.0
logsoftmax_x64,131,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,131,vector,src0,8,13,238,128,13,0,1.0
logsoftmax_x64,133,store,mem_addr,28,13,58,32,13,0,1.0
logsoftmax_x64,133,store,gpr_addr,8,13,250,128,13,0,1.0
logsoftmax_x64,133,vector,dst,8,13,13,124,13,0,1.0
logsoftmax_x64,133,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,133,vector,src0,8,13,21,128,13,0,1.0
logsoftmax_x64,133,scalar,dst,8,13,19,124,13,0,1.0
logsoftmax_x64,133,scalar,src1,8,13,16,124,13,0,1.0
logsoftmax_x64,133,scalar,src0,8,13,15,124,13,0,1.0
logsoftmax_x64,133,sfu,dst,8,13,49,128,13,0,1.0
logsoftmax_x64,133,sfu,src,8,13,48,128,13,0,1.0
logsoftmax_x64,135,vector,dst,8,13,252,128,13,0,1.0
logsoftmax_x64,135,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,135,vector,src0,8,13,240,128,13,0,1.0
logsoftmax_x64,137,store,mem_addr,28,13,57,32,13,0,1.0
logsoftmax_x64,137,store,gpr_addr,8,13,249,128,13,0,1.0
logsoftmax_x64,139,vector,dst,8,13,253,128,13,0,1.0
logsoftmax_x64,139,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,139,vector,src0,8,13,242,128,13,0,1.0
logsoftmax_x64,139,sfu,dst,8,13,53,128,13,0,1.0
logsoftmax_x64,139,sfu,src,8,13,52,128,13,0,1.0
logsoftmax_x64,140,vector,dst,8,13,14,124,13,0,1.0
logsoftmax_x64,140,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,140,vector,src0,8,13,23,128,13,0,1.0
logsoftmax_x64,140,scalar,dst,8,13,17,124,13,0,1.0
logsoftmax_x64,140,scalar,src1,8,13,12,124,13,0,1.0
logsoftmax_x64,140,scalar,src0,8,13,11,124,13,0,1.0
logsoftmax_x64,141,store,mem_addr,28,13,59,32,13,0,1.0
logsoftmax_x64,141,store,gpr_addr,8,13,251,128,13,0,1.0
logsoftmax_x64,143,vector,dst,8,13,254,128,13,0,1.0
logsoftmax_x64,143,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,143,vector,src0,8,13,244,128,13,0,1.0
logsoftmax_x64,145,store,mem_addr,28,13,60,32,13,0,1.0
logsoftmax_x64,145,store,gpr_addr,8,13,252,128,13,0,1.0
logsoftmax_x64,145,vector,dst,8,13,38,124,13,0,1.0
logsoftmax_x64,145,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,145,vector,src0,8,13,41,128,13,0,1.0
logsoftmax_x64,145,sfu,dst,8,13,47,128,13,0,1.0
logsoftmax_x64,145,sfu,src,8,13,46,128,13,0,1.0
logsoftmax_x64,147,vector,dst,8,13,255,128,13,0,1.0
logsoftmax_x64,147,vector,src1,8,13,247,124,13,0,1.0
logsoftmax_x64,147,vector,src0,8,13,246,128,13,0,1.0
logsoftmax_x64,149,store,mem_addr,28,13,61,32,13,0,1.0
logsoftmax_x64,149,store,gpr_addr,8,13,253,128,13,0,1.0
logsoftmax_x64,151,vector,dst,8,13,39,124,13,0,1.0
logsoftmax_x64,151,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,151,vector,src0,8,13,43,128,13,0,1.0
logsoftmax_x64,151,sfu,dst,8,13,51,128,13,0,1.0
logsoftmax_x64,151,sfu,src,8,13,50,128,13,0,1.0
logsoftmax_x64,152,vector,dst,8,13,72,128,13,0,1.0
logsoftmax_x64,152,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,152,vector,src0,8,13,64,128,13,0,1.0
logsoftmax_x64,152,scalar,dst,8,13,18,124,13,0,1.0
logsoftmax_x64,152,scalar,src1,8,13,14,124,13,0,1.0
logsoftmax_x64,152,scalar,src0,8,13,13,124,13,0,1.0
logsoftmax_x64,153,store,mem_addr,28,13,62,32,13,0,1.0
logsoftmax_x64,153,store,gpr_addr,8,13,254,128,13,0,1.0
logsoftmax_x64,156,vector,dst,8,13,76,128,13,0,1.0
logsoftmax_x64,156,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,156,vector,src0,8,13,66,128,13,0,1.0
logsoftmax_x64,157,load,mem_addr,28,13,120,32,13,0,1.0
logsoftmax_x64,157,load,gpr_addr,8,13,224,128,13,0,1.0
logsoftmax_x64,157,store,mem_addr,28,13,63,32,13,0,1.0
logsoftmax_x64,157,store,gpr_addr,8,13,255,128,13,0,1.0
logsoftmax_x64,157,vector,dst,8,13,40,124,13,0,1.0
logsoftmax_x64,157,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,157,vector,src0,8,13,45,128,13,0,1.0
logsoftmax_x64,157,sfu,dst,8,13,55,128,13,0,1.0
logsoftmax_x64,157,sfu,src,8,13,54,128,13,0,1.0
logsoftmax_x64,158,load,mem_addr,28,13,121,32,13,0,1.0
logsoftmax_x64,158,load,gpr_addr,8,13,225,128,13,0,1.0
logsoftmax_x64,159,load,mem_addr,28,13,122,32,13,0,1.0
logsoftmax_x64,159,load,gpr_addr,8,13,226,128,13,0,1.0
logsoftmax_x64,159,scalar,dst,8,13,20,124,13,0,1.0
logsoftmax_x64,159,scalar,src1,8,13,18,124,13,0,1.0
logsoftmax_x64,159,scalar,src0,8,13,17,124,13,0,1.0
logsoftmax_x64,160,load,mem_addr,28,13,123,32,13,0,1.0
logsoftmax_x64,160,load,gpr_addr,8,13,227,128,13,0,1.0
logsoftmax_x64,160,vector,dst,8,13,78,128,13,0,1.0
logsoftmax_x64,160,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,160,vector,src0,8,13,67,128,13,0,1.0
logsoftmax_x64,161,load,mem_addr,28,13,124,32,13,0,1.0
logsoftmax_x64,161,load,gpr_addr,8,13,228,128,13,0,1.0
logsoftmax_x64,161,vector,dst,8,13,209,124,13,0,1.0
logsoftmax_x64,161,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,161,vector,src0,8,13,224,128,13,0,1.0
logsoftmax_x64,162,load,mem_addr,28,13,125,32,13,0,1.0
logsoftmax_x64,162,load,gpr_addr,8,13,229,128,13,0,1.0
logsoftmax_x64,162,vector,dst,8,13,210,124,13,0,1.0
logsoftmax_x64,162,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,162,vector,src0,8,13,225,128,13,0,1.0
logsoftmax_x64,163,load,mem_addr,28,13,126,32,13,0,1.0
logsoftmax_x64,163,load,gpr_addr,8,13,230,128,13,0,1.0
logsoftmax_x64,163,vector,dst,8,13,42,124,13,0,1.0
logsoftmax_x64,163,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,163,vector,src0,8,13,49,128,13,0,1.0
logsoftmax_x64,163,scalar,dst,8,13,46,124,13,0,1.0
logsoftmax_x64,163,scalar,src1,8,13,39,124,13,0,1.0
logsoftmax_x64,163,scalar,src0,8,13,38,124,13,0,1.0
logsoftmax_x64,163,sfu,dst,8,13,73,128,13,0,1.0
logsoftmax_x64,163,sfu,src,8,13,72,128,13,0,1.0
logsoftmax_x64,164,load,mem_addr,28,13,127,32,13,0,1.0
logsoftmax_x64,164,load,gpr_addr,8,13,231,128,13,0,1.0
logsoftmax_x64,164,vector,dst,8,13,80,128,13,0,1.0
logsoftmax_x64,164,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,164,vector,src0,8,13,68,128,13,0,1.0
logsoftmax_x64,165,vector,dst,8,13,211,124,13,0,1.0
logsoftmax_x64,165,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,165,vector,src0,8,13,226,128,13,0,1.0
logsoftmax_x64,166,vector,dst,8,13,212,124,13,0,1.0
logsoftmax_x64,166,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,166,vector,src0,8,13,227,128,13,0,1.0
logsoftmax_x64,166,scalar,dst,8,13,21,124,13,0,1.0
logsoftmax_x64,166,scalar,src1,8,13,20,124,13,0,1.0
logsoftmax_x64,166,scalar,src0,8,13,19,124,13,0,1.0
logsoftmax_x64,167,vector,dst,8,13,213,124,13,0,1.0
logsoftmax_x64,167,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,167,vector,src0,8,13,228,128,13,0,1.0
logsoftmax_x64,168,vector,dst,8,13,82,128,13,0,1.0
logsoftmax_x64,168,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,168,vector,src0,8,13,69,128,13,0,1.0
logsoftmax_x64,169,vector,dst,8,13,44,124,13,0,1.0
logsoftmax_x64,169,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,169,vector,src0,8,13,53,128,13,0,1.0
logsoftmax_x64,169,scalar,dst,8,13,217,124,13,0,1.0
logsoftmax_x64,169,scalar,src1,8,13,210,124,13,0,1.0
logsoftmax_x64,169,scalar,src0,8,13,209,124,13,0,1.0
logsoftmax_x64,169,sfu,dst,8,13,75,128,13,0,1.0
logsoftmax_x64,169,sfu,src,8,13,74,128,13,0,1.0
logsoftmax_x64,170,vector,dst,8,13,214,124,13,0,1.0
logsoftmax_x64,170,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,170,vector,src0,8,13,229,128,13,0,1.0
logsoftmax_x64,171,vector,dst,8,13,215,124,13,0,1.0
logsoftmax_x64,171,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,171,vector,src0,8,13,230,128,13,0,1.0
logsoftmax_x64,172,vector,dst,8,13,84,128,13,0,1.0
logsoftmax_x64,172,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,172,vector,src0,8,13,70,128,13,0,1.0
logsoftmax_x64,173,vector,dst,8,13,216,124,13,0,1.0
logsoftmax_x64,173,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,173,vector,src0,8,13,231,128,13,0,1.0
logsoftmax_x64,173,scalar,dst,8,13,218,124,13,0,1.0
logsoftmax_x64,173,scalar,src1,8,13,212,124,13,0,1.0
logsoftmax_x64,173,scalar,src0,8,13,211,124,13,0,1.0
logsoftmax_x64,173,sfu,dst,8,13,22,124,13,0,1.0
logsoftmax_x64,173,sfu,src,8,13,21,124,13,0,1.0
logsoftmax_x64,175,vector,dst,8,13,41,124,13,0,1.0
logsoftmax_x64,175,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,175,vector,src0,8,13,47,128,13,0,1.0
logsoftmax_x64,175,sfu,dst,8,13,77,128,13,0,1.0
logsoftmax_x64,175,sfu,src,8,13,76,128,13,0,1.0
logsoftmax_x64,176,vector,dst,8,13,86,128,13,0,1.0
logsoftmax_x64,176,vector,src1,8,13,68,124,13,0,1.0
logsoftmax_x64,176,vector,src0,8,13,71,128,13,0,1.0
logsoftmax_x64,177,scalar,dst,8,13,219,124,13,0,1.0
logsoftmax_x64,177,scalar,src1,8,13,214,124,13,0,1.0
logsoftmax_x64,177,scalar,src0,8,13,213,124,13,0,1.0
logsoftmax_x64,180,vector,dst,8,13,104,128,13,0,1.0
logsoftmax_x64,180,vector,src1,8,13,99,124,13,0,1.0
logsoftmax_x64,180,vector,src0,8,13,96,128,13,0,1.0
logsoftmax_x64,181,vector,dst,8,13,43,124,13,0,1.0
logsoftmax_x64,181,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,181,vector,src0,8,13,51,128,13,0,1.0
logsoftmax_x64,181,scalar,dst,8,13,220,124,13,0,1.0
logsoftmax_x64,181,scalar,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,181,scalar,src0,8,13,215,124,13,0,1.0
logsoftmax_x64,181,sfu,dst,8,13,79,128,13,0,1.0
logsoftmax_x64,181,sfu,src,8,13,78,128,13,0,1.0
logsoftmax_x64,182,scalar,dst,8,13,221,124,13,0,1.0
logsoftmax_x64,182,scalar,src1,8,13,218,124,13,0,1.0
logsoftmax_x64,182,scalar,src0,8,13,217,124,13,0,1.0
logsoftmax_x64,184,vector,dst,8,13,106,128,13,0,1.0
logsoftmax_x64,184,vector,src1,8,13,99,124,13,0,1.0
logsoftmax_x64,184,vector,src0,8,13,97,128,13,0,1.0
logsoftmax_x64,187,vector,dst,8,13,45,124,13,0,1.0
logsoftmax_x64,187,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,187,vector,src0,8,13,55,128,13,0,1.0
logsoftmax_x64,187,scalar,dst,8,13,47,124,13,0,1.0
logsoftmax_x64,187,scalar,src1,8,13,41,124,13,0,1.0
logsoftmax_x64,187,scalar,src0,8,13,40,124,13,0,1.0
logsoftmax_x64,187,sfu,dst,8,13,81,128,13,0,1.0
logsoftmax_x64,187,sfu,src,8,13,80,128,13,0,1.0
logsoftmax_x64,188,vector,dst,8,13,108,128,13,0,1.0
logsoftmax_x64,188,vector,src1,8,13,99,124,13,0,1.0
logsoftmax_x64,188,vector,src0,8,13,98,128,13,0,1.0
logsoftmax_x64,189,scalar,dst,8,13,222,124,13,0,1.0
logsoftmax_x64,189,scalar,src1,8,13,220,124,13,0,1.0
logsoftmax_x64,189,scalar,src0,8,13,219,124,13,0,1.0
logsoftmax_x64,192,vector,dst,8,13,110,128,13,0,1.0
logsoftmax_x64,192,vector,src1,8,13,99,124,13,0,1.0
logsoftmax_x64,192,vector,src0,8,13,99,128,13,0,1.0
logsoftmax_x64,193,vector,dst,8,13,69,124,13,0,1.0
logsoftmax_x64,193,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,193,vector,src0,8,13,73,128,13,0,1.0
logsoftmax_x64,193,scalar,dst,8,13,48,124,13,0,1.0
logsoftmax_x64,193,scalar,src1,8,13,43,124,13,0,1.0
logsoftmax_x64,193,scalar,src0,8,13,42,124,13,0,1.0
logsoftmax_x64,193,sfu,dst,8,13,83,128,13,0,1.0
logsoftmax_x64,193,sfu,src,8,13,82,128,13,0,1.0
logsoftmax_x64,194,scalar,dst,8,13,50,124,13,0,1.0
logsoftmax_x64,194,scalar,src1,8,13,47,124,13,0,1.0
logsoftmax_x64,194,scalar,src0,8,13,46,124,13,0,1.0
logsoftmax_x64,196,vector,dst,8,13,24,128,13,0,1.0
logsoftmax_x64,196,vector,src1,8,13,22,124,13,0,1.0
logsoftmax_x64,196,vector,src0,8,13,8,128,13,0,1.0
logsoftmax_x64,197,scalar,dst,8,13,223,124,13,0,1.0
logsoftmax_x64,197,scalar,src1,8,13,222,124,13,0,1.0
logsoftmax_x64,197,scalar,src0,8,13,221,124,13,0,1.0
logsoftmax_x64,199,vector,dst,8,13,70,124,13,0,1.0
logsoftmax_x64,199,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,199,vector,src0,8,13,75,128,13,0,1.0
logsoftmax_x64,199,scalar,dst,8,13,49,124,13,0,1.0
logsoftmax_x64,199,scalar,src1,8,13,45,124,13,0,1.0
logsoftmax_x64,199,scalar,src0,8,13,44,124,13,0,1.0
logsoftmax_x64,199,sfu,dst,8,13,85,128,13,0,1.0
logsoftmax_x64,199,sfu,src,8,13,84,128,13,0,1.0
logsoftmax_x64,200,vector,dst,8,13,25,128,13,0,1.0
logsoftmax_x64,200,vector,src1,8,13,22,124,13,0,1.0
logsoftmax_x64,200,vector,src0,8,13,10,128,13,0,1.0
logsoftmax_x64,204,vector,dst,8,13,26,128,13,0,1.0
logsoftmax_x64,204,vector,src1,8,13,22,124,13,0,1.0
logsoftmax_x64,204,vector,src0,8,13,12,128,13,0,1.0
logsoftmax_x64,205,vector,dst,8,13,71,124,13,0,1.0
logsoftmax_x64,205,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,205,vector,src0,8,13,77,128,13,0,1.0
logsoftmax_x64,205,sfu,dst,8,13,87,128,13,0,1.0
logsoftmax_x64,205,sfu,src,8,13,86,128,13,0,1.0
logsoftmax_x64,206,store,mem_addr,28,13,64,32,13,0,1.0
logsoftmax_x64,206,store,gpr_addr,8,13,24,128,13,0,1.0
logsoftmax_x64,206,scalar,dst,8,13,51,124,13,0,1.0
logsoftmax_x64,206,scalar,src1,8,13,49,124,13,0,1.0
logsoftmax_x64,206,scalar,src0,8,13,48,124,13,0,1.0
logsoftmax_x64,208,vector,dst,8,13,27,128,13,0,1.0
logsoftmax_x64,208,vector,src1,8,13,22,124,13,0,1.0
logsoftmax_x64,208,vector,src0,8,13,14,128,13,0,1.0
logsoftmax_x64,210,store,mem_addr,28,13,65,32,13,0,1.0
logsoftmax_x64,210,store,gpr_addr,8,13,25,128,13,0,1.0
logsoftmax_x64,211,vector,dst,8,13,72,124,13,0,1.0
logsoftmax_x64,211,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,211,vector,src0,8,13,79,128,13,0,1.0
logsoftmax_x64,211,scalar,dst,8,13,77,124,13,0,1.0
logsoftmax_x64,211,scalar,src1,8,13,70,124,13,0,1.0
logsoftmax_x64,211,scalar,src0,8,13,69,124,13,0,1.0
logsoftmax_x64,211,sfu,dst,8,13,105,128,13,0,1.0
logsoftmax_x64,211,sfu,src,8,13,104,128,13,0,1.0
logsoftmax_x64,212,vector,dst,8,13,28,128,13,0,1.0
logsoftmax_x64,212,vector,src1,8,13,22,124,13,0,1.0
logsoftmax_x64,212,vector,src0,8,13,16,128,13,0,1.0
logsoftmax_x64,213,scalar,dst,8,13,52,124,13,0,1.0
logsoftmax_x64,213,scalar,src1,8,13,51,124,13,0,1.0
logsoftmax_x64,213,scalar,src0,8,13,50,124,13,0,1.0
logsoftmax_x64,214,store,mem_addr,28,13,66,32,13,0,1.0
logsoftmax_x64,214,store,gpr_addr,8,13,26,128,13,0,1.0
logsoftmax_x64,216,vector,dst,8,13,29,128,13,0,1.0
logsoftmax_x64,216,vector,src1,8,13,22,124,13,0,1.0
logsoftmax_x64,216,vector,src0,8,13,18,128,13,0,1.0
logsoftmax_x64,217,vector,dst,8,13,73,124,13,0,1.0
logsoftmax_x64,217,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,217,vector,src0,8,13,81,128,13,0,1.0
logsoftmax_x64,217,sfu,dst,8,13,107,128,13,0,1.0
logsoftmax_x64,217,sfu,src,8,13,106,128,13,0,1.0
logsoftmax_x64,218,store,mem_addr,28,13,67,32,13,0,1.0
logsoftmax_x64,218,store,gpr_addr,8,13,27,128,13,0,1.0
logsoftmax_x64,220,vector,dst,8,13,30,128,13,0,1.0
logsoftmax_x64,220,vector,src1,8,13,22,124,13,0,1.0
logsoftmax_x64,220,vector,src0,8,13,20,128,13,0,1.0
logsoftmax_x64,220,sfu,dst,8,13,53,124,13,0,1.0
logsoftmax_x64,220,sfu,src,8,13,52,124,13,0,1.0
logsoftmax_x64,222,store,mem_addr,28,13,68,32,13,0,1.0
logsoftmax_x64,222,store,gpr_addr,8,13,28,128,13,0,1.0
softplus_x32,2,sfu,dst,8,4,237,80,4,0,1.0
softplus_x32,2,sfu,src,8,4,236,80,4,0,1.0
softplus_x32,6,sfu,dst,8,4,241,80,4,0,1.0
softplus_x32,6,sfu,src,8,4,240,80,4,0,1.0
softplus_x32,10,sfu,dst,8,4,245,80,4,0,1.0
softplus_x32,10,sfu,src,8,4,244,80,4,0,1.0
softplus_x32,14,sfu,dst,8,4,249,80,4,0,1.0
softplus_x32,14,sfu,src,8,4,248,80,4,0,1.0
softplus_x32,18,sfu,dst,8,4,253,80,4,0,1.0
softplus_x32,18,sfu,src,8,4,252,80,4,0,1.0
softplus_x32,39,vector,dst,8,4,2,80,4,0,1.0
softplus_x32,39,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,39,vector,src0,8,4,1,80,4,0,1.0
softplus_x32,40,vector,dst,8,4,6,80,4,0,1.0
softplus_x32,40,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,40,vector,src0,8,4,5,80,4,0,1.0
softplus_x32,41,vector,dst,8,4,10,80,4,0,1.0
softplus_x32,41,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,41,vector,src0,8,4,9,80,4,0,1.0
softplus_x32,42,vector,dst,8,4,14,80,4,0,1.0
softplus_x32,42,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,42,vector,src0,8,4,13,80,4,0,1.0
softplus_x32,43,vector,dst,8,4,18,80,4,0,1.0
softplus_x32,43,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,43,vector,src0,8,4,17,80,4,0,1.0
softplus_x32,44,vector,dst,8,4,22,80,4,0,1.0
softplus_x32,44,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,44,vector,src0,8,4,21,80,4,0,1.0
softplus_x32,45,vector,dst,8,4,26,80,4,0,1.0
softplus_x32,45,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,45,vector,src0,8,4,25,80,4,0,1.0
softplus_x32,46,vector,dst,8,4,30,80,4,0,1.0
softplus_x32,46,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,46,vector,src0,8,4,29,80,4,0,1.0
softplus_x32,46,sfu,dst,8,4,3,80,4,0,1.0
softplus_x32,46,sfu,src,8,4,2,80,4,0,1.0
softplus_x32,47,vector,dst,8,4,34,80,4,0,1.0
softplus_x32,47,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,47,vector,src0,8,4,33,80,4,0,1.0
softplus_x32,48,vector,dst,8,4,38,80,4,0,1.0
softplus_x32,48,vector,src1,8,4,7,0,4,0,1.0
softplus_x32,48,vector,src0,8,4,37,80,4,0,1.0
softplus_x32,50,sfu,dst,8,4,7,80,4,0,1.0
softplus_x32,50,sfu,src,8,4,6,80,4,0,1.0
softplus_x32,54,sfu,dst,8,4,11,80,4,0,1.0
softplus_x32,54,sfu,src,8,4,10,80,4,0,1.0
softplus_x32,58,sfu,dst,8,4,15,80,4,0,1.0
softplus_x32,58,sfu,src,8,4,14,80,4,0,1.0
softplus_x32,62,sfu,dst,8,4,19,80,4,0,1.0
softplus_x32,62,sfu,src,8,4,18,80,4,0,1.0
softplus_x32,66,sfu,dst,8,4,23,80,4,0,1.0
softplus_x32,66,sfu,src,8,4,22,80,4,0,1.0
softplus_x32,70,sfu,dst,8,4,27,80,4,0,1.0
softplus_x32,70,sfu,src,8,4,26,80,4,0,1.0
softplus_x32,72,store,mem_addr,28,4,0,20,4,0,1.0
softplus_x32,72,store,gpr_addr,8,4,3,80,4,0,1.0
softplus_x32,74,sfu,dst,8,4,31,80,4,0,1.0
softplus_x32,74,sfu,src,8,4,30,80,4,0,1.0
softplus_x32,76,store,mem_addr,28,4,1,20,4,0,1.0
softplus_x32,76,store,gpr_addr,8,4,7,80,4,0,1.0
softplus_x32,78,sfu,dst,8,4,35,80,4,0,1.0
softplus_x32,78,sfu,src,8,4,34,80,4,0,1.0
softplus_x32,80,store,mem_addr,28,4,2,20,4,0,1.0
softplus_x32,80,store,gpr_addr,8,4,11,80,4,0,1.0
softplus_x32,82,sfu,dst,8,4,39,80,4,0,1.0
softplus_x32,82,sfu,src,8,4,38,80,4,0,1.0
softplus_x32,84,load,mem_addr,28,4,64,20,4,0,1.0
softplus_x32,84,load,gpr_addr,8,4,0,80,4,0,1.0
softplus_x32,84,store,mem_addr,28,4,3,20,4,0,1.0
softplus_x32,84,store,gpr_addr,8,4,15,80,4,0,1.0
softplus_x32,85,load,mem_addr,28,4,65,20,4,0,1.0
softplus_x32,85,load,gpr_addr,8,4,4,80,4,0,1.0
softplus_x32,86,load,mem_addr,28,4,66,20,4,0,1.0
softplus_x32,86,load,gpr_addr,8,4,8,80,4,0,1.0
softplus_x32,87,load,mem_addr,28,4,67,20,4,0,1.0
softplus_x32,87,load,gpr_addr,8,4,12,80,4,0,1.0
softplus_x32,87,sfu,dst,8,4,1,80,4,0,1.0
softplus_x32,87,sfu,src,8,4,0,80,4,0,1.0
softplus_x32,88,store,mem_addr,28,4,4,20,4,0,1.0
softplus_x32,88,store,gpr_addr,8,4,19,80,4,0,1.0
softplus_x32,91,sfu,dst,8,4,5,80,4,0,1.0
