cycle,load,store,vector,scalar,sfu,reserved,eop,word_hex
140,0x0000008c063,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000023018c00000000000000000000000000000000000
141,0x0000008d06b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000002341ac00000000000000000000000000000000000
142,0x0000008e073,0x0000001d0ef,0x000000000,0x00000000,0x00000000,0,0,000002381cc000001d0ef0000000000000000000000000
143,0x0000008f07b,0x00000000000,0x000000000,0x00000000,0x48e8d044,0,0,0000023c1ec0000000000000000000000000048e8d0440
144,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
145,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
146,0x00000000000,0x0000001e0f7,0x000000000,0x00000000,0x00000000,0,0,00000000000000001e0f70000000000000000000000000
147,0x00000000000,0x00000000000,0x000000000,0x00000000,0x49291044,0,0,0000000000000000000000000000000000000492910440
148,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
149,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
150,0x00000000000,0x0000001f0ff,0x000000000,0x00000000,0x00000000,0,0,00000000000000001f0ff0000000000000000000000000
151,0x00000000000,0x00000000000,0x000000000,0x00000000,0x49695044,0,0,0000000000000000000000000000000000000496950440
152,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
153,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
154,0x00000000000,0x00000020107,0x000000000,0x00000000,0x00000000,0,0,0000000000000000201070000000000000000000000000
155,0x00000000000,0x00000000000,0x000000000,0x00000000,0x49a99044,0,0,000000000000000000000000000000000000049a990440
156,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
157,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
158,0x00000000000,0x0000002110f,0x000000000,0x00000000,0x00000000,0,0,00000000000000002110f0000000000000000000000000
159,0x00000000000,0x00000000000,0x000000000,0x00000000,0x49e9d044,0,0,000000000000000000000000000000000000049e9d0440
160,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
161,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
162,0x00000000000,0x00000022117,0x000000000,0x00000000,0x00000000,0,0,0000000000000000221170000000000000000000000000
163,0x00000000000,0x00000000000,0x000000000,0x00000000,0x4a2a1044,0,0,00000000000000000000000000000000000004a2a10440
164,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
165,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
166,0x00000090083,0x0000002311f,0x000000000,0x00000000,0x00000000,0,0,0000024020c000002311f0000000000000000000000000
167,0x0000009108b,0x00000000000,0x000000000,0x00000000,0x4a6a5044,0,0,0000024422c000000000000000000000000004a6a50440
168,0x00000092093,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000024824c00000000000000000000000000000000000
169,0x0000009309b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000024c26c00000000000000000000000000000000000
170,0x000000940a3,0x00000024127,0x000000000,0x00000000,0x00000000,0,0,0000025028c00000241270000000000000000000000000
171,0x000000950ab,0x00000000000,0x000000000,0x00000000,0x4aaa9044,0,0,000002542ac000000000000000000000000004aaa90440
172,0x000000960b3,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000002582cc00000000000000000000000000000000000
173,0x000000970bb,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000025c2ec00000000000000000000000000000000000
174,0x000000980c3,0x0000002512f,0x000000000,0x00000000,0x00000000,0,0,0000026030c000002512f0000000000000000000000000
175,0x000000990cb,0x00000000000,0x000000000,0x00000000,0x4aead044,0,0,0000026432c000000000000000000000000004aead0440
176,0x0000009a0d3,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000026834c00000000000000000000000000000000000
177,0x0000009b0db,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000026c36c00000000000000000000000000000000000
178,0x00000000000,0x00000026137,0x000000000,0x00000000,0x00000000,0,0,0000000000000000261370000000000000000000000000
179,0x00000000000,0x00000000000,0x000000000,0x00000000,0x4b2b1044,0,0,00000000000000000000000000000000000004b2b10440
180,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
181,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
182,0x00000000000,0x0000002713f,0x000000000,0x00000000,0x00000000,0,0,00000000000000002713f0000000000000000000000000
183,0x00000000000,0x00000000000,0x000000000,0x00000000,0x4b6b5044,0,0,00000000000000000000000000000000000004b6b50440
184,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
185,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
186,0x00000000000,0x00000028147,0x000000000,0x00000000,0x00000000,0,0,0000000000000000281470000000000000000000000000
187,0x00000000000,0x00000000000,0x000000000,0x00000000,0x4bab9044,0,0,00000000000000000000000000000000000004bab90440
188,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
189,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
190,0x00000000000,0x0000002914f,0x000000000,0x00000000,0x00000000,0,0,00000000000000002914f0000000000000000000000000
191,0x00000000000,0x00000000000,0x000000000,0x00000000,0x4bebd044,0,0,00000000000000000000000000000000000004bebd0440
192,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
193,0x00000000000,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000000000000000000000000000000000000000000000
194,0x00000000000,0x0000002a157,0x000000000,0x00000000,0x00000000,0,0,00000000000000002a1570000000000000000000000000
195,0x00000000000,0x00000000000,0x000000000,0x00000000,0x4c2c1044,0,0,00000000000000000000000000000000000004c2c10440
